name	taxonomy_id	taxonomy_lvl	ExtractionBlank_bracken_G.txt_num	ExtractionBlank_bracken_G.txt_frac	Serife-CON1_bracken_G.txt_num	Serife-CON1_bracken_G.txt_frac	Serife-CON2_bracken_G.txt_num	Serife-CON2_bracken_G.txt_frac	Serife-CON3_bracken_G.txt_num	Serife-CON3_bracken_G.txt_frac	Serife-CON4_bracken_G.txt_num	Serife-CON4_bracken_G.txt_frac	Serife-CON5_bracken_G.txt_num	Serife-CON5_bracken_G.txt_frac	Serife-CON6_bracken_G.txt_num	Serife-CON6_bracken_G.txt_frac	Serife-KD1_bracken_G.txt_num	Serife-KD1_bracken_G.txt_frac	Serife-KD2_bracken_G.txt_num	Serife-KD2_bracken_G.txt_frac	Serife-KD3_bracken_G.txt_num	Serife-KD3_bracken_G.txt_frac	Serife-KD4_bracken_G.txt_num	Serife-KD4_bracken_G.txt_frac	Serife-KD5_bracken_G.txt_num	Serife-KD5_bracken_G.txt_frac	Serife-KD6_bracken_G.txt_num	Serife-KD6_bracken_G.txt_frac	Serife-KD7_bracken_G.txt_num	Serife-KD7_bracken_G.txt_frac	Serife-KD8_bracken_G.txt_num	Serife-KD8_bracken_G.txt_frac	Serife-MMKD1_bracken_G.txt_num	Serife-MMKD1_bracken_G.txt_frac	Serife-MMKD2_bracken_G.txt_num	Serife-MMKD2_bracken_G.txt_frac	Serife-MMKD3_bracken_G.txt_num	Serife-MMKD3_bracken_G.txt_frac	Serife-MMKD4_bracken_G.txt_num	Serife-MMKD4_bracken_G.txt_frac	Serife-MMKD5_bracken_G.txt_num	Serife-MMKD5_bracken_G.txt_frac	Serife-MMKD6_bracken_G.txt_num	Serife-MMKD6_bracken_G.txt_frac	Serife-MMKD7_bracken_G.txt_num	Serife-MMKD7_bracken_G.txt_frac	Serife-MMKD8_bracken_G.txt_num	Serife-MMKD8_bracken_G.txt_frac	Serife-SCOP1_bracken_G.txt_num	Serife-SCOP1_bracken_G.txt_frac	Serife-SCOP2_bracken_G.txt_num	Serife-SCOP2_bracken_G.txt_frac	Serife-SCOP3_bracken_G.txt_num	Serife-SCOP3_bracken_G.txt_frac	Serife-SCOP4_bracken_G.txt_num	Serife-SCOP4_bracken_G.txt_frac	Serife-SCOP5_bracken_G.txt_num	Serife-SCOP5_bracken_G.txt_frac	Serife-SCOP6_bracken_G.txt_num	Serife-SCOP6_bracken_G.txt_frac
Anoxybacterium	3408579	G	0	0.00000	499	0.00011	463	0.00017	525	0.00011	522	0.00014	420	0.00008	366	0.00011	35	0.00003	14	0.00001	78	0.00003	167	0.00004	161	0.00003	328	0.00004	240	0.00002	235	0.00003	741	0.00016	682	0.00020	145	0.00011	1030	0.00020	61	0.00007	147	0.00013	916	0.00019	329	0.00014	400	0.00011	210	0.00014	640	0.00014	653	0.00012	526	0.00015	738	0.00014
Sinanaerobacter	2886866	G	0	0.00000	407	0.00009	268	0.00010	408	0.00008	476	0.00013	400	0.00008	565	0.00017	15	0.00001	14	0.00001	86	0.00003	156	0.00004	152	0.00002	496	0.00007	202	0.00001	243	0.00003	679	0.00015	630	0.00018	165	0.00013	1039	0.00020	65	0.00007	142	0.00013	953	0.00020	374	0.00016	508	0.00014	196	0.00013	556	0.00012	930	0.00017	437	0.00012	884	0.00017
Acetoanaerobium	186831	G	0	0.00000	157	0.00004	66	0.00002	191	0.00004	141	0.00004	169	0.00003	110	0.00003	14	0.00001	5	0.00000	9	0.00000	38	0.00001	91	0.00001	289	0.00004	68	0.00000	147	0.00002	200	0.00004	118	0.00003	27	0.00002	177	0.00003	12	0.00001	24	0.00002	128	0.00003	64	0.00003	97	0.00003	36	0.00002	164	0.00004	155	0.00003	144	0.00004	143	0.00003
Serpentinicella	1890059	G	0	0.00000	116	0.00003	64	0.00002	165	0.00003	107	0.00003	149	0.00003	85	0.00003	22	0.00002	22	0.00001	31	0.00001	125	0.00003	215	0.00003	837	0.00011	128	0.00001	389	0.00004	309	0.00007	185	0.00005	61	0.00005	317	0.00006	16	0.00002	67	0.00006	261	0.00005	89	0.00004	69	0.00002	41	0.00003	173	0.00004	200	0.00004	187	0.00005	212	0.00004
Geosporobacter	390805	G	0	0.00000	499	0.00011	366	0.00014	536	0.00011	573	0.00015	565	0.00011	496	0.00015	35	0.00003	17	0.00001	156	0.00006	222	0.00005	146	0.00002	312	0.00004	355	0.00003	263	0.00003	597	0.00013	678	0.00019	239	0.00018	967	0.00019	53	0.00006	131	0.00012	634	0.00013	329	0.00014	355	0.00010	148	0.00010	380	0.00008	557	0.00010	441	0.00012	744	0.00014
Peptoclostridium	1481960	G	0	0.00000	377	0.00009	205	0.00008	317	0.00006	238	0.00006	318	0.00006	371	0.00011	24	0.00002	19	0.00001	57	0.00002	102	0.00002	168	0.00003	185	0.00003	145	0.00001	178	0.00002	529	0.00011	534	0.00015	106	0.00008	451	0.00009	48	0.00005	84	0.00008	491	0.00010	183	0.00008	130	0.00004	97	0.00007	274	0.00006	345	0.00006	247	0.00007	464	0.00009
Caminicella	166484	G	0	0.00000	156	0.00004	82	0.00003	208	0.00004	150	0.00004	190	0.00004	96	0.00003	19	0.00002	15	0.00001	31	0.00001	63	0.00001	133	0.00002	351	0.00005	190	0.00001	179	0.00002	248	0.00005	280	0.00008	39	0.00003	372	0.00007	11	0.00001	38	0.00003	301	0.00006	72	0.00003	87	0.00002	58	0.00004	175	0.00004	125	0.00002	173	0.00005	146	0.00003
Gelria	189326	G	0	0.00000	642	0.00015	483	0.00018	495	0.00010	634	0.00017	742	0.00014	532	0.00016	36	0.00003	51	0.00003	137	0.00005	327	0.00008	204	0.00003	404	0.00006	350	0.00003	302	0.00003	513	0.00011	592	0.00017	175	0.00013	678	0.00013	153	0.00017	127	0.00011	899	0.00019	367	0.00016	581	0.00016	199	0.00014	575	0.00012	1047	0.00019	563	0.00016	604	0.00012
Thermoanaerobacter	1754	G	0	0.00000	461	0.00010	286	0.00011	607	0.00012	405	0.00011	546	0.00010	332	0.00010	53	0.00005	78	0.00005	89	0.00003	322	0.00008	374	0.00006	788	0.00011	361	0.00003	661	0.00007	691	0.00015	536	0.00015	171	0.00013	811	0.00016	51	0.00006	122	0.00011	659	0.00014	275	0.00012	345	0.00010	191	0.00013	615	0.00013	506	0.00009	407	0.00011	619	0.00012
Ammonifex	42837	G	0	0.00000	238	0.00005	187	0.00007	216	0.00004	231	0.00006	237	0.00004	218	0.00007	31	0.00003	16	0.00001	41	0.00002	118	0.00003	72	0.00001	130	0.00002	86	0.00001	90	0.00001	223	0.00005	192	0.00006	90	0.00007	330	0.00006	33	0.00004	32	0.00003	344	0.00007	175	0.00008	310	0.00009	77	0.00005	492	0.00011	476	0.00008	257	0.00007	218	0.00004
Thermacetogenium	140458	G	0	0.00000	243	0.00006	166	0.00006	260	0.00005	278	0.00007	225	0.00004	213	0.00006	11	0.00001	24	0.00001	24	0.00001	91	0.00002	88	0.00001	138	0.00002	98	0.00001	102	0.00001	189	0.00004	171	0.00005	85	0.00006	360	0.00007	27	0.00003	62	0.00006	253	0.00005	127	0.00006	205	0.00006	88	0.00006	195	0.00004	309	0.00005	205	0.00006	217	0.00004
Carboxydothermus	129957	G	0	0.00000	123	0.00003	89	0.00003	98	0.00002	146	0.00004	131	0.00002	78	0.00002	12	0.00001	13	0.00001	28	0.00001	35	0.00001	41	0.00001	50	0.00001	80	0.00001	45	0.00000	134	0.00003	65	0.00002	40	0.00003	121	0.00002	11	0.00001	18	0.00002	201	0.00004	73	0.00003	150	0.00004	28	0.00002	94	0.00002	243	0.00004	77	0.00002	155	0.00003
Caldanaerobacter	249529	G	0	0.00000	227	0.00005	204	0.00008	314	0.00006	204	0.00005	451	0.00008	209	0.00006	9	0.00001	6	0.00000	36	0.00001	101	0.00002	80	0.00001	286	0.00004	62	0.00000	155	0.00002	148	0.00003	190	0.00005	60	0.00005	259	0.00005	10	0.00001	64	0.00006	224	0.00005	66	0.00003	109	0.00003	127	0.00009	163	0.00003	287	0.00005	206	0.00006	164	0.00003
Aceticella	3051499	G	0	0.00000	102	0.00002	82	0.00003	132	0.00003	95	0.00003	200	0.00004	95	0.00003	30	0.00003	33	0.00002	20	0.00001	73	0.00002	83	0.00001	92	0.00001	106	0.00001	118	0.00001	579	0.00012	150	0.00004	24	0.00002	479	0.00009	24	0.00003	50	0.00004	198	0.00004	70	0.00003	79	0.00002	49	0.00003	119	0.00003	224	0.00004	101	0.00003	152	0.00003
Candidatus Desulforudis	471826	G	0	0.00000	302	0.00007	240	0.00009	222	0.00004	283	0.00007	253	0.00005	246	0.00007	23	0.00002	18	0.00001	25	0.00001	142	0.00003	84	0.00001	163	0.00002	90	0.00001	107	0.00001	213	0.00005	221	0.00006	107	0.00008	352	0.00007	34	0.00004	47	0.00004	415	0.00009	156	0.00007	208	0.00006	86	0.00006	383	0.00008	430	0.00008	284	0.00008	257	0.00005
Mahella	252965	G	0	0.00000	298	0.00007	130	0.00005	236	0.00005	184	0.00005	231	0.00004	153	0.00005	14	0.00001	17	0.00001	59	0.00002	104	0.00002	83	0.00001	154	0.00002	266	0.00002	77	0.00001	268	0.00006	164	0.00005	74	0.00006	346	0.00007	25	0.00003	76	0.00007	234	0.00005	131	0.00006	177	0.00005	85	0.00006	308	0.00007	240	0.00004	220	0.00006	295	0.00006
Moorella	44260	G	0	0.00000	1793	0.00041	1523	0.00056	1676	0.00034	1638	0.00043	1982	0.00037	1457	0.00044	206	0.00018	164	0.00010	681	0.00026	1178	0.00028	795	0.00013	1436	0.00020	1705	0.00012	1110	0.00012	1580	0.00034	1480	0.00042	657	0.00050	3018	0.00059	491	0.00056	449	0.00040	2731	0.00057	1431	0.00063	1379	0.00039	640	0.00044	2195	0.00047	2517	0.00045	1912	0.00054	1621	0.00031
Thermanaeromonas	202949	G	0	0.00000	58	0.00001	77	0.00003	110	0.00002	94	0.00002	86	0.00002	61	0.00002	12	0.00001	6	0.00000	13	0.00001	44	0.00001	27	0.00000	48	0.00001	132	0.00001	37	0.00000	164	0.00004	119	0.00003	28	0.00002	185	0.00004	15	0.00002	30	0.00003	196	0.00004	54	0.00002	81	0.00002	29	0.00002	109	0.00002	196	0.00003	77	0.00002	124	0.00002
Zhaonella	2748674	G	0	0.00000	195	0.00004	181	0.00007	275	0.00006	219	0.00006	179	0.00003	150	0.00005	30	0.00003	35	0.00002	69	0.00003	91	0.00002	108	0.00002	105	0.00001	179	0.00001	125	0.00001	167	0.00004	163	0.00005	38	0.00003	310	0.00006	18	0.00002	55	0.00005	543	0.00011	109	0.00005	187	0.00005	121	0.00008	237	0.00005	327	0.00006	192	0.00005	248	0.00005
Metallumcola	3234175	G	0	0.00000	101	0.00002	103	0.00004	168	0.00003	142	0.00004	209	0.00004	126	0.00004	20	0.00002	10	0.00001	109	0.00004	83	0.00002	59	0.00001	69	0.00001	371	0.00003	82	0.00001	81	0.00002	85	0.00002	29	0.00002	299	0.00006	22	0.00003	32	0.00003	155	0.00003	99	0.00004	154	0.00004	70	0.00005	130	0.00003	239	0.00004	126	0.00004	155	0.00003
Acetohalobium	28186	G	0	0.00000	158	0.00004	99	0.00004	148	0.00003	139	0.00004	304	0.00006	94	0.00003	22	0.00002	42	0.00003	30	0.00001	56	0.00001	154	0.00002	120	0.00002	281	0.00002	225	0.00002	135	0.00003	99	0.00003	21	0.00002	132	0.00003	8	0.00001	20	0.00002	128	0.00003	50	0.00002	93	0.00003	45	0.00003	100	0.00002	166	0.00003	81	0.00002	107	0.00002
Halobacteroides	42417	G	0	0.00000	109	0.00002	34	0.00001	172	0.00003	83	0.00002	81	0.00002	35	0.00001	19	0.00002	6	0.00000	25	0.00001	58	0.00001	39	0.00001	240	0.00003	41	0.00000	88	0.00001	138	0.00003	97	0.00003	18	0.00001	104	0.00002	15	0.00002	20	0.00002	51	0.00001	28	0.00001	25	0.00001	19	0.00001	68	0.00001	70	0.00001	80	0.00002	185	0.00004
Natroniella	52003	G	0	0.00000	60	0.00001	63	0.00002	62	0.00001	40	0.00001	54	0.00001	48	0.00001	7	0.00001	9	0.00001	24	0.00001	31	0.00001	92	0.00001	112	0.00002	61	0.00000	129	0.00001	27	0.00001	44	0.00001	5	0.00000	59	0.00001	15	0.00002	24	0.00002	61	0.00001	19	0.00001	38	0.00001	28	0.00002	82	0.00002	56	0.00001	57	0.00002	67	0.00001
Halanaerobium	2330	G	0	0.00000	129	0.00003	66	0.00002	169	0.00003	75	0.00002	235	0.00004	81	0.00002	14	0.00001	28	0.00002	24	0.00001	128	0.00003	113	0.00002	491	0.00007	111	0.00001	217	0.00002	319	0.00007	247	0.00007	51	0.00004	448	0.00009	19	0.00002	57	0.00005	196	0.00004	60	0.00003	95	0.00003	39	0.00003	185	0.00004	232	0.00004	151	0.00004	154	0.00003
Iocasia	2899804	G	0	0.00000	81	0.00002	104	0.00004	88	0.00002	51	0.00001	157	0.00003	71	0.00002	0	0.00000	0	0.00000	3	0.00000	12	0.00000	6	0.00000	17	0.00000	12	0.00000	24	0.00000	29	0.00001	19	0.00001	6	0.00000	34	0.00001	6	0.00001	28	0.00003	52	0.00001	9	0.00000	20	0.00001	82	0.00006	57	0.00001	32	0.00001	84	0.00002	30	0.00001
Halocella	46466	G	0	0.00000	75	0.00002	43	0.00002	60	0.00001	67	0.00002	103	0.00002	73	0.00002	5	0.00000	9	0.00001	14	0.00001	27	0.00001	49	0.00001	109	0.00001	36	0.00000	103	0.00001	87	0.00002	64	0.00002	40	0.00003	120	0.00002	11	0.00001	35	0.00003	119	0.00002	61	0.00003	145	0.00004	28	0.00002	130	0.00003	278	0.00005	85	0.00002	88	0.00002
Anoxybacter	1769008	G	0	0.00000	127	0.00003	109	0.00004	162	0.00003	134	0.00004	142	0.00003	121	0.00004	8	0.00001	18	0.00001	20	0.00001	59	0.00001	76	0.00001	123	0.00002	94	0.00001	133	0.00001	204	0.00004	132	0.00004	39	0.00003	335	0.00007	27	0.00003	63	0.00006	209	0.00004	85	0.00004	79	0.00002	69	0.00005	233	0.00005	173	0.00003	135	0.00004	137	0.00003
Halothermothrix	32636	G	0	0.00000	84	0.00002	52	0.00002	44	0.00001	49	0.00001	66	0.00001	58	0.00002	5	0.00000	2	0.00000	9	0.00000	11	0.00000	14	0.00000	24	0.00000	58	0.00000	16	0.00000	66	0.00001	52	0.00001	15	0.00001	112	0.00002	9	0.00001	13	0.00001	84	0.00002	43	0.00002	31	0.00001	23	0.00002	76	0.00002	71	0.00001	78	0.00002	70	0.00001
Monoglobus	2039302	G	0	0.00000	836	0.00019	469	0.00017	901	0.00018	962	0.00025	909	0.00017	545	0.00017	53	0.00005	62	0.00004	119	0.00005	467	0.00011	475	0.00007	690	0.00009	512	0.00004	525	0.00006	1100	0.00024	555	0.00016	282	0.00021	1403	0.00028	236	0.00027	287	0.00026	969	0.00020	531	0.00023	637	0.00018	274	0.00019	1221	0.00026	1222	0.00022	783	0.00022	1295	0.00025
Biomaibacter	2770094	G	0	0.00000	338	0.00008	175	0.00006	280	0.00006	288	0.00008	280	0.00005	200	0.00006	5	0.00000	6	0.00000	50	0.00002	107	0.00003	79	0.00001	180	0.00002	194	0.00001	134	0.00001	258	0.00006	239	0.00007	81	0.00006	463	0.00009	26	0.00003	33	0.00003	493	0.00010	117	0.00005	217	0.00006	72	0.00005	171	0.00004	403	0.00007	262	0.00007	268	0.00005
Tepidanaerobacter	499228	G	0	0.00000	124	0.00003	70	0.00003	200	0.00004	110	0.00003	138	0.00003	153	0.00005	11	0.00001	25	0.00002	38	0.00001	107	0.00003	104	0.00002	260	0.00004	289	0.00002	156	0.00002	245	0.00005	155	0.00004	81	0.00006	173	0.00003	77	0.00009	93	0.00008	188	0.00004	102	0.00004	68	0.00002	43	0.00003	174	0.00004	141	0.00003	172	0.00005	92	0.00002
Thermosediminibacter	291988	G	0	0.00000	189	0.00004	133	0.00005	179	0.00004	173	0.00005	235	0.00004	138	0.00004	26	0.00002	13	0.00001	28	0.00001	91	0.00002	119	0.00002	126	0.00002	240	0.00002	153	0.00002	179	0.00004	220	0.00006	91	0.00007	241	0.00005	43	0.00005	63	0.00006	228	0.00005	127	0.00006	232	0.00007	45	0.00003	121	0.00003	379	0.00007	163	0.00005	180	0.00003
Helicovermis	3136917	G	0	0.00000	153	0.00003	58	0.00002	182	0.00004	115	0.00003	228	0.00004	138	0.00004	10	0.00001	15	0.00001	36	0.00001	107	0.00003	132	0.00002	501	0.00007	67	0.00000	189	0.00002	442	0.00009	413	0.00012	43	0.00003	353	0.00007	52	0.00006	75	0.00007	212	0.00004	145	0.00006	36	0.00001	44	0.00003	364	0.00008	84	0.00001	180	0.00005	135	0.00003
Koleobacter	2786989	G	0	0.00000	147	0.00003	84	0.00003	118	0.00002	115	0.00003	161	0.00003	168	0.00005	12	0.00001	20	0.00001	26	0.00001	72	0.00002	45	0.00001	84	0.00001	112	0.00001	91	0.00001	67	0.00001	66	0.00002	34	0.00003	151	0.00003	18	0.00002	20	0.00002	166	0.00003	51	0.00002	66	0.00002	75	0.00005	157	0.00003	173	0.00003	155	0.00004	173	0.00003
Natranaerofaba	2807497	G	0	0.00000	72	0.00002	50	0.00002	98	0.00002	81	0.00002	120	0.00002	47	0.00001	1	0.00000	2	0.00000	2	0.00000	29	0.00001	30	0.00000	30	0.00000	10	0.00000	27	0.00000	153	0.00003	136	0.00004	13	0.00001	104	0.00002	1	0.00000	8	0.00001	53	0.00001	29	0.00001	36	0.00001	16	0.00001	77	0.00002	95	0.00002	63	0.00002	51	0.00001
Natranaerobius	375928	G	0	0.00000	53	0.00001	23	0.00001	121	0.00002	37	0.00001	111	0.00002	45	0.00001	11	0.00001	9	0.00001	10	0.00000	22	0.00001	47	0.00001	48	0.00001	19	0.00000	70	0.00001	24	0.00001	56	0.00002	7	0.00001	91	0.00002	2	0.00000	5	0.00000	61	0.00001	13	0.00001	148	0.00004	41	0.00003	50	0.00001	164	0.00003	48	0.00001	55	0.00001
Limosilactobacillus	2742598	G	0	0.00000	14105	0.00320	9302	0.00344	7198	0.00144	4873	0.00129	4959	0.00093	17182	0.00521	9545	0.00829	11573	0.00708	2649	0.00102	49171	0.01168	41451	0.00652	32922	0.00451	13287	0.00096	21174	0.00230	142942	0.03069	69668	0.02000	9033	0.00685	62060	0.01222	1009	0.00115	38278	0.03435	47916	0.00992	9321	0.00408	16747	0.00470	13735	0.00944	122638	0.02620	24361	0.00433	5850	0.00165	11311	0.00219
Levilactobacillus	2767886	G	0	0.00000	642	0.00015	480	0.00018	605	0.00012	566	0.00015	964	0.00018	557	0.00017	58	0.00005	73	0.00004	128	0.00005	335	0.00008	269	0.00004	448	0.00006	345	0.00002	434	0.00005	788	0.00017	612	0.00018	236	0.00018	899	0.00018	115	0.00013	164	0.00015	776	0.00016	425	0.00019	383	0.00011	310	0.00021	871	0.00019	677	0.00012	741	0.00021	867	0.00017
Leuconostoc	1243	G	0	0.00000	581	0.00013	281	0.00010	395	0.00008	351	0.00009	669	0.00013	374	0.00011	49	0.00004	47	0.00003	66	0.00003	183	0.00004	213	0.00003	238	0.00003	322	0.00002	183	0.00002	443	0.00010	374	0.00011	97	0.00007	533	0.00010	37	0.00004	118	0.00011	406	0.00008	141	0.00006	210	0.00006	284	0.00020	622	0.00013	273	0.00005	516	0.00015	722	0.00014
Lactiplantibacillus	2767842	G	0	0.00000	569	0.00013	605	0.00022	951	0.00019	692	0.00018	1264	0.00024	668	0.00020	78	0.00007	56	0.00003	117	0.00005	295	0.00007	275	0.00004	342	0.00005	334	0.00002	264	0.00003	764	0.00016	346	0.00010	136	0.00010	847	0.00017	92	0.00011	177	0.00016	789	0.00016	201	0.00009	837	0.00024	511	0.00035	1166	0.00025	1122	0.00020	821	0.00023	777	0.00015
Pediococcus	1253	G	0	0.00000	498	0.00011	379	0.00014	527	0.00011	392	0.00010	720	0.00014	344	0.00010	30	0.00003	36	0.00002	89	0.00003	131	0.00003	229	0.00004	290	0.00004	307	0.00002	213	0.00002	373	0.00008	276	0.00008	109	0.00008	660	0.00013	61	0.00007	107	0.00010	582	0.00012	214	0.00009	281	0.00008	319	0.00022	677	0.00014	430	0.00008	515	0.00015	674	0.00013
Companilactobacillus	2767879	G	0	0.00000	321	0.00007	206	0.00008	437	0.00009	370	0.00010	453	0.00009	262	0.00008	47	0.00004	43	0.00003	40	0.00002	186	0.00004	181	0.00003	596	0.00008	206	0.00001	305	0.00003	518	0.00011	418	0.00012	75	0.00006	616	0.00012	52	0.00006	131	0.00012	288	0.00006	149	0.00007	222	0.00006	144	0.00010	585	0.00012	266	0.00005	293	0.00008	486	0.00009
Weissella	46255	G	0	0.00000	275	0.00006	210	0.00008	322	0.00006	266	0.00007	331	0.00006	246	0.00007	65	0.00006	79	0.00005	104	0.00004	201	0.00005	288	0.00005	357	0.00005	229	0.00002	304	0.00003	720	0.00015	529	0.00015	115	0.00009	735	0.00014	83	0.00009	137	0.00012	517	0.00011	228	0.00010	197	0.00006	123	0.00008	409	0.00009	311	0.00006	295	0.00008	378	0.00007
Paucilactobacillus	2767890	G	0	0.00000	273	0.00006	147	0.00005	217	0.00004	193	0.00005	503	0.00009	253	0.00008	59	0.00005	56	0.00003	99	0.00004	120	0.00003	317	0.00005	327	0.00004	524	0.00004	453	0.00005	174	0.00004	100	0.00003	50	0.00004	223	0.00004	38	0.00004	30	0.00003	182	0.00004	62	0.00003	103	0.00003	160	0.00011	307	0.00007	224	0.00004	312	0.00009	318	0.00006
Fructilactobacillus	2767881	G	0	0.00000	252	0.00006	153	0.00006	162	0.00003	154	0.00004	229	0.00004	100	0.00003	51	0.00004	95	0.00006	109	0.00004	196	0.00005	337	0.00005	315	0.00004	543	0.00004	501	0.00005	305	0.00007	301	0.00009	53	0.00004	325	0.00006	50	0.00006	51	0.00005	274	0.00006	107	0.00005	122	0.00003	53	0.00004	281	0.00006	240	0.00004	217	0.00006	299	0.00006
Schleiferilactobacillus	2767891	G	0	0.00000	230	0.00005	240	0.00009	218	0.00004	221	0.00006	265	0.00005	228	0.00007	59	0.00005	35	0.00002	177	0.00007	193	0.00005	181	0.00003	233	0.00003	578	0.00004	290	0.00003	397	0.00009	367	0.00011	92	0.00007	588	0.00012	58	0.00007	69	0.00006	472	0.00010	200	0.00009	192	0.00005	112	0.00008	383	0.00008	371	0.00007	266	0.00008	255	0.00005
Lentilactobacillus	2767893	G	0	0.00000	218	0.00005	240	0.00009	567	0.00011	432	0.00011	349	0.00007	194	0.00006	61	0.00005	70	0.00004	235	0.00009	332	0.00008	248	0.00004	419	0.00006	587	0.00004	348	0.00004	502	0.00011	518	0.00015	112	0.00008	623	0.00012	76	0.00009	128	0.00011	488	0.00010	183	0.00008	161	0.00005	102	0.00007	344	0.00007	259	0.00005	255	0.00007	464	0.00009
Latilactobacillus	2767885	G	0	0.00000	186	0.00004	105	0.00004	220	0.00004	129	0.00003	176	0.00003	130	0.00004	27	0.00002	13	0.00001	92	0.00004	102	0.00002	96	0.00002	183	0.00003	271	0.00002	114	0.00001	314	0.00007	186	0.00005	67	0.00005	339	0.00007	19	0.00002	83	0.00007	287	0.00006	122	0.00005	90	0.00003	70	0.00005	205	0.00004	154	0.00003	143	0.00004	192	0.00004
Oenococcus	46254	G	0	0.00000	161	0.00004	116	0.00004	173	0.00003	136	0.00004	260	0.00005	155	0.00005	14	0.00001	12	0.00001	21	0.00001	67	0.00002	82	0.00001	106	0.00001	81	0.00001	116	0.00001	196	0.00004	208	0.00006	31	0.00002	255	0.00005	19	0.00002	43	0.00004	315	0.00007	53	0.00002	77	0.00002	126	0.00009	269	0.00006	138	0.00002	214	0.00006	173	0.00003
Furfurilactobacillus	2767882	G	0	0.00000	150	0.00003	103	0.00004	97	0.00002	94	0.00002	206	0.00004	69	0.00002	5	0.00000	4	0.00000	3	0.00000	23	0.00001	18	0.00000	23	0.00000	9	0.00000	41	0.00000	117	0.00003	91	0.00003	12	0.00001	84	0.00002	3	0.00000	33	0.00003	98	0.00002	36	0.00002	168	0.00005	28	0.00002	65	0.00001	186	0.00003	108	0.00003	88	0.00002
Loigolactobacillus	2767889	G	0	0.00000	114	0.00003	119	0.00004	187	0.00004	204	0.00005	237	0.00004	119	0.00004	26	0.00002	13	0.00001	150	0.00006	108	0.00003	109	0.00002	271	0.00004	291	0.00002	162	0.00002	336	0.00007	349	0.00010	80	0.00006	463	0.00009	43	0.00005	55	0.00005	352	0.00007	145	0.00006	233	0.00007	102	0.00007	238	0.00005	355	0.00006	181	0.00005	397	0.00008
Apilactobacillus	2767877	G	0	0.00000	94	0.00002	57	0.00002	175	0.00004	68	0.00002	71	0.00001	52	0.00002	30	0.00003	5	0.00000	25	0.00001	60	0.00001	74	0.00001	329	0.00005	69	0.00000	131	0.00001	283	0.00006	249	0.00007	40	0.00003	232	0.00005	16	0.00002	31	0.00003	139	0.00003	48	0.00002	38	0.00001	23	0.00002	140	0.00003	62	0.00001	116	0.00003	99	0.00002
Bombilactobacillus	2767878	G	0	0.00000	86	0.00002	64	0.00002	101	0.00002	95	0.00003	93	0.00002	96	0.00003	36	0.00003	34	0.00002	58	0.00002	126	0.00003	245	0.00004	328	0.00004	324	0.00002	326	0.00004	161	0.00003	119	0.00003	42	0.00003	193	0.00004	23	0.00003	42	0.00004	164	0.00003	69	0.00003	45	0.00001	40	0.00003	124	0.00003	79	0.00001	109	0.00003	247	0.00005
Xylocopilactobacillus	3118928	G	0	0.00000	81	0.00002	53	0.00002	95	0.00002	116	0.00003	70	0.00001	47	0.00001	15	0.00001	5	0.00000	35	0.00001	31	0.00001	40	0.00001	26	0.00000	64	0.00000	31	0.00000	149	0.00003	228	0.00007	22	0.00002	171	0.00003	19	0.00002	22	0.00002	159	0.00003	67	0.00003	35	0.00001	26	0.00002	263	0.00006	76	0.00001	105	0.00003	96	0.00002
Secundilactobacillus	2767892	G	0	0.00000	81	0.00002	41	0.00002	90	0.00002	79	0.00002	92	0.00002	56	0.00002	19	0.00002	9	0.00001	19	0.00001	66	0.00002	70	0.00001	118	0.00002	50	0.00000	99	0.00001	48	0.00001	71	0.00002	11	0.00001	109	0.00002	8	0.00001	9	0.00001	81	0.00002	56	0.00002	45	0.00001	22	0.00002	78	0.00002	114	0.00002	94	0.00003	96	0.00002
Amylolactobacillus	2767876	G	0	0.00000	67	0.00002	99	0.00004	132	0.00003	56	0.00001	30	0.00001	37	0.00001	1	0.00000	2	0.00000	0	0.00000	14	0.00000	12	0.00000	9	0.00000	1	0.00000	11	0.00000	91	0.00002	84	0.00002	3	0.00000	109	0.00002	5	0.00001	15	0.00001	53	0.00001	39	0.00002	39	0.00001	15	0.00001	201	0.00004	41	0.00001	47	0.00001	87	0.00002
Agrilactobacillus	2767875	G	0	0.00000	49	0.00001	75	0.00003	104	0.00002	57	0.00002	177	0.00003	153	0.00005	6	0.00001	4	0.00000	14	0.00001	6	0.00000	13	0.00000	23	0.00000	24	0.00000	31	0.00000	46	0.00001	52	0.00001	8	0.00001	54	0.00001	4	0.00000	8	0.00001	45	0.00001	12	0.00001	32	0.00001	74	0.00005	166	0.00004	56	0.00001	111	0.00003	139	0.00003
Acetilactobacillus	2767874	G	0	0.00000	41	0.00001	57	0.00002	41	0.00001	57	0.00002	49	0.00001	41	0.00001	6	0.00001	0	0.00000	0	0.00000	14	0.00000	15	0.00000	11	0.00000	15	0.00000	11	0.00000	98	0.00002	60	0.00002	7	0.00001	50	0.00001	11	0.00001	22	0.00002	54	0.00001	19	0.00001	9	0.00000	33	0.00002	73	0.00002	47	0.00001	69	0.00002	43	0.00001
